POKEID;NAME;TYPE;TOTAL;HP;ATTACK;DEFENSE;SP_ATK;SP_DEF;SPEED;ICONS
0663;Talonflame;['Fire', 'Flying'];499;78;81;71;74;69;126;['https://img.pokemondb.net/sprites/scarlet-violet/icon/talonflame.png']
0664;Scatterbug;['Bug'];200;38;35;40;27;25;35;['https://img.pokemondb.net/sprites/scarlet-violet/icon/scatterbug.png']
0665;Spewpa;['Bug'];213;45;22;60;27;30;29;['https://img.pokemondb.net/sprites/scarlet-violet/icon/spewpa.png']
0666;Vivillon;['Bug', 'Flying'];411;80;52;50;90;50;89;['https://img.pokemondb.net/sprites/scarlet-violet/icon/vivillon.png']
0667;Litleo;['Fire', 'Normal'];369;62;50;58;73;54;72;['https://img.pokemondb.net/sprites/scarlet-violet/icon/litleo.png']
0668;Pyroar;['Fire', 'Normal'];507;86;68;72;109;66;106;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pyroar.png']
0669;Flabébé;['Fairy'];303;44;38;39;61;79;42;['https://img.pokemondb.net/sprites/scarlet-violet/icon/flabebe.png']
0670;Floette;['Fairy'];371;54;45;47;75;98;52;['https://img.pokemondb.net/sprites/scarlet-violet/icon/floette.png']
0671;Florges;['Fairy'];552;78;65;68;112;154;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/florges.png']
0672;Skiddo;['Grass'];350;66;65;48;62;57;52;['https://img.pokemondb.net/sprites/scarlet-violet/icon/skiddo.png']
0673;Gogoat;['Grass'];531;123;100;62;97;81;68;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gogoat.png']
0674;Pancham;['Fighting'];348;67;82;62;46;48;43;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pancham.png']
0675;Pangoro;['Fighting', 'Dark'];495;95;124;78;69;71;58;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pangoro.png']
0676;Furfrou;['Normal'];472;75;80;60;65;90;102;['https://img.pokemondb.net/sprites/scarlet-violet/icon/furfrou.png']
0677;Espurr;['Psychic'];355;62;48;54;63;60;68;['https://img.pokemondb.net/sprites/scarlet-violet/icon/espurr.png']
0678;Meowstic Male;['Psychic'];466;74;48;76;83;81;104;['https://img.pokemondb.net/sprites/scarlet-violet/icon/meowstic-male.png']
0678;Meowstic Female;['Psychic'];466;74;48;76;83;81;104;['https://img.pokemondb.net/sprites/scarlet-violet/icon/meowstic-female.png']
0679;Honedge;['Steel', 'Ghost'];325;45;80;100;35;37;28;['https://img.pokemondb.net/sprites/scarlet-violet/icon/honedge.png']
0680;Doublade;['Steel', 'Ghost'];448;59;110;150;45;49;35;['https://img.pokemondb.net/sprites/scarlet-violet/icon/doublade.png']
0681;Aegislash Shield Forme;['Steel', 'Ghost'];500;60;50;140;50;140;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/aegislash-shield.png']
0681;Aegislash Blade Forme;['Steel', 'Ghost'];500;60;140;50;140;50;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/aegislash-blade.png']
0682;Spritzee;['Fairy'];341;78;52;60;63;65;23;['https://img.pokemondb.net/sprites/scarlet-violet/icon/spritzee.png']
0683;Aromatisse;['Fairy'];462;101;72;72;99;89;29;['https://img.pokemondb.net/sprites/scarlet-violet/icon/aromatisse.png']
0684;Swirlix;['Fairy'];341;62;48;66;59;57;49;['https://img.pokemondb.net/sprites/scarlet-violet/icon/swirlix.png']
0685;Slurpuff;['Fairy'];480;82;80;86;85;75;72;['https://img.pokemondb.net/sprites/scarlet-violet/icon/slurpuff.png']
0686;Inkay;['Dark', 'Psychic'];288;53;54;53;37;46;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/inkay.png']
0687;Malamar;['Dark', 'Psychic'];482;86;92;88;68;75;73;['https://img.pokemondb.net/sprites/scarlet-violet/icon/malamar.png']
0688;Binacle;['Rock', 'Water'];306;42;52;67;39;56;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/binacle.png']
0689;Barbaracle;['Rock', 'Water'];500;72;105;115;54;86;68;['https://img.pokemondb.net/sprites/scarlet-violet/icon/barbaracle.png']
0690;Skrelp;['Poison', 'Water'];320;50;60;60;60;60;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/skrelp.png']
0691;Dragalge;['Poison', 'Dragon'];494;65;75;90;97;123;44;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dragalge.png']
0692;Clauncher;['Water'];330;50;53;62;58;63;44;['https://img.pokemondb.net/sprites/scarlet-violet/icon/clauncher.png']
0693;Clawitzer;['Water'];500;71;73;88;120;89;59;['https://img.pokemondb.net/sprites/scarlet-violet/icon/clawitzer.png']
0694;Helioptile;['Electric', 'Normal'];289;44;38;33;61;43;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/helioptile.png']
0695;Heliolisk;['Electric', 'Normal'];481;62;55;52;109;94;109;['https://img.pokemondb.net/sprites/scarlet-violet/icon/heliolisk.png']
0696;Tyrunt;['Rock', 'Dragon'];362;58;89;77;45;45;48;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tyrunt.png']
0697;Tyrantrum;['Rock', 'Dragon'];521;82;121;119;69;59;71;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tyrantrum.png']
0698;Amaura;['Rock', 'Ice'];362;77;59;50;67;63;46;['https://img.pokemondb.net/sprites/scarlet-violet/icon/amaura.png']
0699;Aurorus;['Rock', 'Ice'];521;123;77;72;99;92;58;['https://img.pokemondb.net/sprites/scarlet-violet/icon/aurorus.png']
0700;Sylveon;['Fairy'];525;95;65;65;110;130;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/sylveon.png']
0701;Hawlucha;['Fighting', 'Flying'];500;78;92;75;74;63;118;['https://img.pokemondb.net/sprites/scarlet-violet/icon/hawlucha.png']
0702;Dedenne;['Electric', 'Fairy'];431;67;58;57;81;67;101;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dedenne.png']
0703;Carbink;['Rock', 'Fairy'];500;50;50;150;50;150;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/carbink.png']
0704;Goomy;['Dragon'];300;45;50;35;55;75;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/goomy.png']
0705;Sliggoo;['Dragon'];452;68;75;53;83;113;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/sliggoo.png']
0705;Sliggoo Hisuian Sliggoo;['Steel', 'Dragon'];452;58;75;83;83;113;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/sliggoo-hisuian.png']
0706;Goodra;['Dragon'];600;90;100;70;110;150;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/goodra.png']
0706;Goodra Hisuian Goodra;['Steel', 'Dragon'];600;80;100;100;110;150;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/goodra-hisuian.png']
0707;Klefki;['Steel', 'Fairy'];470;57;80;91;80;87;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/klefki.png']
0708;Phantump;['Ghost', 'Grass'];309;43;70;48;50;60;38;['https://img.pokemondb.net/sprites/scarlet-violet/icon/phantump.png']
0709;Trevenant;['Ghost', 'Grass'];474;85;110;76;65;82;56;['https://img.pokemondb.net/sprites/scarlet-violet/icon/trevenant.png']
0710;Pumpkaboo Average Size;['Ghost', 'Grass'];335;49;66;70;44;55;51;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-average.png']
0710;Pumpkaboo Small Size;['Ghost', 'Grass'];335;44;66;70;44;55;56;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-small.png']
0710;Pumpkaboo Large Size;['Ghost', 'Grass'];335;54;66;70;44;55;46;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-large.png']
0710;Pumpkaboo Super Size;['Ghost', 'Grass'];335;59;66;70;44;55;41;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-super.png']
0711;Gourgeist Average Size;['Ghost', 'Grass'];494;65;90;122;58;75;84;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-average.png']
0711;Gourgeist Small Size;['Ghost', 'Grass'];494;55;85;122;58;75;99;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-small.png']
0711;Gourgeist Large Size;['Ghost', 'Grass'];494;75;95;122;58;75;69;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-large.png']
0711;Gourgeist Super Size;['Ghost', 'Grass'];494;85;100;122;58;75;54;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-super.png']
0712;Bergmite;['Ice'];304;55;69;85;32;35;28;['https://img.pokemondb.net/sprites/scarlet-violet/icon/bergmite.png']
0713;Avalugg;['Ice'];514;95;117;184;44;46;28;['https://img.pokemondb.net/sprites/scarlet-violet/icon/avalugg.png']
0713;Avalugg Hisuian Avalugg;['Ice', 'Rock'];514;95;127;184;34;36;38;['https://img.pokemondb.net/sprites/scarlet-violet/icon/avalugg-hisuian.png']
0714;Noibat;['Flying', 'Dragon'];245;40;30;35;45;40;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/noibat.png']
0715;Noivern;['Flying', 'Dragon'];535;85;70;80;97;80;123;['https://img.pokemondb.net/sprites/scarlet-violet/icon/noivern.png']
0716;Xerneas;['Fairy'];680;126;131;95;131;98;99;['https://img.pokemondb.net/sprites/scarlet-violet/icon/xerneas.png']
0717;Yveltal;['Dark', 'Flying'];680;126;131;95;131;98;99;['https://img.pokemondb.net/sprites/scarlet-violet/icon/yveltal.png']
0718;Zygarde 50% Forme;['Dragon', 'Ground'];600;108;100;121;81;95;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/zygarde-50.png']
0718;Zygarde 10% Forme;['Dragon', 'Ground'];486;54;100;71;61;85;115;['https://img.pokemondb.net/sprites/scarlet-violet/icon/zygarde-10.png']
0718;Zygarde Complete Forme;['Dragon', 'Ground'];708;216;100;121;91;95;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/zygarde-complete.png']
0719;Diancie;['Rock', 'Fairy'];600;50;100;150;100;150;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/diancie.png']
0719;Diancie Mega Diancie;['Rock', 'Fairy'];700;50;160;110;160;110;110;['https://img.pokemondb.net/sprites/scarlet-violet/icon/diancie-mega.png']
0720;Hoopa Hoopa Confined;['Psychic', 'Ghost'];600;80;110;60;150;130;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/hoopa-confined.png']
0720;Hoopa Hoopa Unbound;['Psychic', 'Dark'];680;80;160;60;170;130;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/hoopa-unbound.png']
0721;Volcanion;['Fire', 'Water'];600;80;110;120;130;90;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/volcanion.png']
0722;Rowlet;['Grass', 'Flying'];320;68;55;55;50;50;42;['https://img.pokemondb.net/sprites/scarlet-violet/icon/rowlet.png']
0723;Dartrix;['Grass', 'Flying'];420;78;75;75;70;70;52;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dartrix.png']
0724;Decidueye;['Grass', 'Ghost'];530;78;107;75;100;100;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/decidueye.png']
0724;Decidueye Hisuian Decidueye;['Grass', 'Fighting'];530;88;112;80;95;95;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/decidueye-hisuian.png']
0725;Litten;['Fire'];320;45;65;40;60;40;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/litten.png']
0726;Torracat;['Fire'];420;65;85;50;80;50;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/torracat.png']
0727;Incineroar;['Fire', 'Dark'];530;95;115;90;80;90;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/incineroar.png']
0728;Popplio;['Water'];320;50;54;54;66;56;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/popplio.png']
0729;Brionne;['Water'];420;60;69;69;91;81;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/brionne.png']
0730;Primarina;['Water', 'Fairy'];530;80;74;74;126;116;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/primarina.png']
0731;Pikipek;['Normal', 'Flying'];265;35;75;30;30;30;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pikipek.png']
0732;Trumbeak;['Normal', 'Flying'];355;55;85;50;40;50;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/trumbeak.png']
0733;Toucannon;['Normal', 'Flying'];485;80;120;75;75;75;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/toucannon.png']
0734;Yungoos;['Normal'];253;48;70;30;30;30;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/yungoos.png']
0735;Gumshoos;['Normal'];418;88;110;60;55;60;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gumshoos.png']
0736;Grubbin;['Bug'];300;47;62;45;55;45;46;['https://img.pokemondb.net/sprites/scarlet-violet/icon/grubbin.png']
0737;Charjabug;['Bug', 'Electric'];400;57;82;95;55;75;36;['https://img.pokemondb.net/sprites/scarlet-violet/icon/charjabug.png']
0738;Vikavolt;['Bug', 'Electric'];500;77;70;90;145;75;43;['https://img.pokemondb.net/sprites/scarlet-violet/icon/vikavolt.png']
0739;Crabrawler;['Fighting'];338;47;82;57;42;47;63;['https://img.pokemondb.net/sprites/scarlet-violet/icon/crabrawler.png']
0740;Crabominable;['Fighting', 'Ice'];478;97;132;77;62;67;43;['https://img.pokemondb.net/sprites/scarlet-violet/icon/crabominable.png']
0741;Oricorio Baile Style;['Fire', 'Flying'];476;75;70;70;98;70;93;['https://img.pokemondb.net/sprites/scarlet-violet/icon/oricorio-baile.png']
0741;Oricorio Pom-Pom Style;['Electric', 'Flying'];476;75;70;70;98;70;93;['https://img.pokemondb.net/sprites/scarlet-violet/icon/oricorio-pom-pom.png']
0741;Oricorio Pa'u Style;['Psychic', 'Flying'];476;75;70;70;98;70;93;['https://img.pokemondb.net/sprites/scarlet-violet/icon/oricorio-pau.png']
0741;Oricorio Sensu Style;['Ghost', 'Flying'];476;75;70;70;98;70;93;['https://img.pokemondb.net/sprites/scarlet-violet/icon/oricorio-sensu.png']
0742;Cutiefly;['Bug', 'Fairy'];304;40;45;40;55;40;84;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cutiefly.png']
0743;Ribombee;['Bug', 'Fairy'];464;60;55;60;95;70;124;['https://img.pokemondb.net/sprites/scarlet-violet/icon/ribombee.png']
0744;Rockruff;['Rock'];280;45;65;40;30;40;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/rockruff.png']
0744;Rockruff Own Tempo Rockruff;['Rock'];280;45;65;40;30;40;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/rockruff-own-tempo.png']
0745;Lycanroc Midday Form;['Rock'];487;75;115;65;55;65;112;['https://img.pokemondb.net/sprites/scarlet-violet/icon/lycanroc-midday.png']
0745;Lycanroc Midnight Form;['Rock'];487;85;115;75;55;75;82;['https://img.pokemondb.net/sprites/scarlet-violet/icon/lycanroc-midnight.png']
0745;Lycanroc Dusk Form;['Rock'];487;75;117;65;55;65;110;['https://img.pokemondb.net/sprites/scarlet-violet/icon/lycanroc-dusk.png']
0746;Wishiwashi Solo Form;['Water'];175;45;20;20;25;25;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/wishiwashi-solo.png']
0746;Wishiwashi School Form;['Water'];620;45;140;130;140;135;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/wishiwashi-school.png']
0747;Mareanie;['Poison', 'Water'];305;50;53;62;43;52;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/mareanie.png']
0748;Toxapex;['Poison', 'Water'];495;50;63;152;53;142;35;['https://img.pokemondb.net/sprites/scarlet-violet/icon/toxapex.png']
0749;Mudbray;['Ground'];385;70;100;70;45;55;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/mudbray.png']
0750;Mudsdale;['Ground'];500;100;125;100;55;85;35;['https://img.pokemondb.net/sprites/scarlet-violet/icon/mudsdale.png']
0751;Dewpider;['Water', 'Bug'];269;38;40;52;40;72;27;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dewpider.png']
0752;Araquanid;['Water', 'Bug'];454;68;70;92;50;132;42;['https://img.pokemondb.net/sprites/scarlet-violet/icon/araquanid.png']
0753;Fomantis;['Grass'];250;40;55;35;50;35;35;['https://img.pokemondb.net/sprites/scarlet-violet/icon/fomantis.png']
0754;Lurantis;['Grass'];480;70;105;90;80;90;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/lurantis.png']
0755;Morelull;['Grass', 'Fairy'];285;40;35;55;65;75;15;['https://img.pokemondb.net/sprites/scarlet-violet/icon/morelull.png']
0756;Shiinotic;['Grass', 'Fairy'];405;60;45;80;90;100;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/shiinotic.png']
0757;Salandit;['Poison', 'Fire'];320;48;44;40;71;40;77;['https://img.pokemondb.net/sprites/scarlet-violet/icon/salandit.png']
0758;Salazzle;['Poison', 'Fire'];480;68;64;60;111;60;117;['https://img.pokemondb.net/sprites/scarlet-violet/icon/salazzle.png']
0759;Stufful;['Normal', 'Fighting'];340;70;75;50;45;50;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/stufful.png']
0760;Bewear;['Normal', 'Fighting'];500;120;125;80;55;60;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/bewear.png']
0761;Bounsweet;['Grass'];210;42;30;38;30;38;32;['https://img.pokemondb.net/sprites/scarlet-violet/icon/bounsweet.png']
0762;Steenee;['Grass'];290;52;40;48;40;48;62;['https://img.pokemondb.net/sprites/scarlet-violet/icon/steenee.png']
0763;Tsareena;['Grass'];510;72;120;98;50;98;72;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tsareena.png']
0764;Comfey;['Fairy'];485;51;52;90;82;110;100;['https://img.pokemondb.net/sprites/scarlet-violet/icon/comfey.png']
0765;Oranguru;['Normal', 'Psychic'];490;90;60;80;90;110;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/oranguru.png']
0766;Passimian;['Fighting'];490;100;120;90;40;60;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/passimian.png']
0767;Wimpod;['Bug', 'Water'];230;25;35;40;20;30;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/wimpod.png']
0768;Golisopod;['Bug', 'Water'];530;75;125;140;60;90;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/golisopod.png']
0769;Sandygast;['Ghost', 'Ground'];320;55;55;80;70;45;15;['https://img.pokemondb.net/sprites/scarlet-violet/icon/sandygast.png']
0770;Palossand;['Ghost', 'Ground'];480;85;75;110;100;75;35;['https://img.pokemondb.net/sprites/scarlet-violet/icon/palossand.png']
0771;Pyukumuku;['Water'];410;55;60;130;30;130;5;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pyukumuku.png']
0772;Type: Null;['Normal'];534;95;95;95;95;95;59;['https://img.pokemondb.net/sprites/scarlet-violet/icon/type-null.png']
0773;Silvally;['Normal'];570;95;95;95;95;95;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/silvally.png']
0774;Minior Meteor Form;['Rock', 'Flying'];440;60;60;100;60;100;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/minior-meteor.png']
0774;Minior Core Form;['Rock', 'Flying'];500;60;100;60;100;60;120;['https://img.pokemondb.net/sprites/scarlet-violet/icon/minior-core.png']
0775;Komala;['Normal'];480;65;115;65;75;95;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/komala.png']
0776;Turtonator;['Fire', 'Dragon'];485;60;78;135;91;85;36;['https://img.pokemondb.net/sprites/scarlet-violet/icon/turtonator.png']
0777;Togedemaru;['Electric', 'Steel'];435;65;98;63;40;73;96;['https://img.pokemondb.net/sprites/scarlet-violet/icon/togedemaru.png']
0778;Mimikyu;['Ghost', 'Fairy'];476;55;90;80;50;105;96;['https://img.pokemondb.net/sprites/scarlet-violet/icon/mimikyu.png']
0779;Bruxish;['Water', 'Psychic'];475;68;105;70;70;70;92;['https://img.pokemondb.net/sprites/scarlet-violet/icon/bruxish.png']
0780;Drampa;['Normal', 'Dragon'];485;78;60;85;135;91;36;['https://img.pokemondb.net/sprites/scarlet-violet/icon/drampa.png']
0781;Dhelmise;['Ghost', 'Grass'];517;70;131;100;86;90;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dhelmise.png']
0782;Jangmo-o;['Dragon'];300;45;55;65;45;45;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/jangmo-o.png']
0783;Hakamo-o;['Dragon', 'Fighting'];420;55;75;90;65;70;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/hakamo-o.png']
0784;Kommo-o;['Dragon', 'Fighting'];600;75;110;125;100;105;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/kommo-o.png']
0785;Tapu Koko;['Electric', 'Fairy'];570;70;115;85;95;75;130;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-koko.png']
0786;Tapu Lele;['Psychic', 'Fairy'];570;70;85;75;130;115;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-lele.png']
0787;Tapu Bulu;['Grass', 'Fairy'];570;70;130;115;85;95;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-bulu.png']
0788;Tapu Fini;['Water', 'Fairy'];570;70;75;115;95;130;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-fini.png']
0789;Cosmog;['Psychic'];200;43;29;31;29;31;37;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cosmog.png']
0790;Cosmoem;['Psychic'];400;43;29;131;29;131;37;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cosmoem.png']
0791;Solgaleo;['Psychic', 'Steel'];680;137;137;107;113;89;97;['https://img.pokemondb.net/sprites/scarlet-violet/icon/solgaleo.png']
0792;Lunala;['Psychic', 'Ghost'];680;137;113;89;137;107;97;['https://img.pokemondb.net/sprites/scarlet-violet/icon/lunala.png']
0793;Nihilego;['Rock', 'Poison'];570;109;53;47;127;131;103;['https://img.pokemondb.net/sprites/scarlet-violet/icon/nihilego.png']
0794;Buzzwole;['Bug', 'Fighting'];570;107;139;139;53;53;79;['https://img.pokemondb.net/sprites/scarlet-violet/icon/buzzwole.png']
0795;Pheromosa;['Bug', 'Fighting'];570;71;137;37;137;37;151;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pheromosa.png']
0796;Xurkitree;['Electric'];570;83;89;71;173;71;83;['https://img.pokemondb.net/sprites/scarlet-violet/icon/xurkitree.png']
0797;Celesteela;['Steel', 'Flying'];570;97;101;103;107;101;61;['https://img.pokemondb.net/sprites/scarlet-violet/icon/celesteela.png']
0798;Kartana;['Grass', 'Steel'];570;59;181;131;59;31;109;['https://img.pokemondb.net/sprites/scarlet-violet/icon/kartana.png']
0799;Guzzlord;['Dark', 'Dragon'];570;223;101;53;97;53;43;['https://img.pokemondb.net/sprites/scarlet-violet/icon/guzzlord.png']
0800;Necrozma;['Psychic'];600;97;107;101;127;89;79;['https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma.png']
0800;Necrozma Dusk Mane Necrozma;['Psychic', 'Steel'];680;97;157;127;113;109;77;['https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma-dusk-mane.png']
0800;Necrozma Dawn Wings Necrozma;['Psychic', 'Ghost'];680;97;113;109;157;127;77;['https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma-dawn-wings.png']
0800;Necrozma Ultra Necrozma;['Psychic', 'Dragon'];754;97;167;97;167;97;129;['https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma-ultra.png']
0801;Magearna;['Steel', 'Fairy'];600;80;95;115;130;115;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/magearna.png']
0802;Marshadow;['Fighting', 'Ghost'];600;90;125;80;90;90;125;['https://img.pokemondb.net/sprites/scarlet-violet/icon/marshadow.png']
0803;Poipole;['Poison'];420;67;73;67;73;67;73;['https://img.pokemondb.net/sprites/scarlet-violet/icon/poipole.png']
0804;Naganadel;['Poison', 'Dragon'];540;73;73;73;127;73;121;['https://img.pokemondb.net/sprites/scarlet-violet/icon/naganadel.png']
0805;Stakataka;['Rock', 'Steel'];570;61;131;211;53;101;13;['https://img.pokemondb.net/sprites/scarlet-violet/icon/stakataka.png']
0806;Blacephalon;['Fire', 'Ghost'];570;53;127;53;151;79;107;['https://img.pokemondb.net/sprites/scarlet-violet/icon/blacephalon.png']
0807;Zeraora;['Electric'];600;88;112;75;102;80;143;['https://img.pokemondb.net/sprites/scarlet-violet/icon/zeraora.png']
0808;Meltan;['Steel'];300;46;65;65;55;35;34;['https://img.pokemondb.net/sprites/scarlet-violet/icon/meltan.png']
0809;Melmetal;['Steel'];600;135;143;143;80;65;34;['https://img.pokemondb.net/sprites/scarlet-violet/icon/melmetal.png']
0810;Grookey;['Grass'];310;50;65;50;40;40;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/grookey.png']
0811;Thwackey;['Grass'];420;70;85;70;55;60;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/thwackey.png']
0812;Rillaboom;['Grass'];530;100;125;90;60;70;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/rillaboom.png']
0813;Scorbunny;['Fire'];310;50;71;40;40;40;69;['https://img.pokemondb.net/sprites/scarlet-violet/icon/scorbunny.png']
0814;Raboot;['Fire'];420;65;86;60;55;60;94;['https://img.pokemondb.net/sprites/scarlet-violet/icon/raboot.png']
0815;Cinderace;['Fire'];530;80;116;75;65;75;119;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cinderace.png']
0816;Sobble;['Water'];310;50;40;40;70;40;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/sobble.png']
0817;Drizzile;['Water'];420;65;60;55;95;55;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/drizzile.png']
0818;Inteleon;['Water'];530;70;85;65;125;65;120;['https://img.pokemondb.net/sprites/scarlet-violet/icon/inteleon.png']
0819;Skwovet;['Normal'];275;70;55;55;35;35;25;['https://img.pokemondb.net/sprites/scarlet-violet/icon/skwovet.png']
0820;Greedent;['Normal'];460;120;95;95;55;75;20;['https://img.pokemondb.net/sprites/scarlet-violet/icon/greedent.png']
0821;Rookidee;['Flying'];245;38;47;35;33;35;57;['https://img.pokemondb.net/sprites/scarlet-violet/icon/rookidee.png']
0822;Corvisquire;['Flying'];365;68;67;55;43;55;77;['https://img.pokemondb.net/sprites/scarlet-violet/icon/corvisquire.png']
0823;Corviknight;['Flying', 'Steel'];495;98;87;105;53;85;67;['https://img.pokemondb.net/sprites/scarlet-violet/icon/corviknight.png']
0824;Blipbug;['Bug'];180;25;20;20;25;45;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/blipbug.png']
0825;Dottler;['Bug', 'Psychic'];335;50;35;80;50;90;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dottler.png']
0826;Orbeetle;['Bug', 'Psychic'];505;60;45;110;80;120;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/orbeetle.png']
0827;Nickit;['Dark'];245;40;28;28;47;52;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/nickit.png']
0828;Thievul;['Dark'];455;70;58;58;87;92;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/thievul.png']
0829;Gossifleur;['Grass'];250;40;40;60;40;60;10;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gossifleur.png']
0830;Eldegoss;['Grass'];460;60;50;90;80;120;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/eldegoss.png']
0831;Wooloo;['Normal'];270;42;40;55;40;45;48;['https://img.pokemondb.net/sprites/scarlet-violet/icon/wooloo.png']
